locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOAGDLFN_00391	CDS	681				hypothetical protein
LOAGDLFN_00392	CDS	903	rhaS_2			HTH-type transcriptional activator RhaS
LOAGDLFN_00393	CDS	912				hypothetical protein
LOAGDLFN_00394	CDS	2343	bamA_1			Outer membrane protein assembly factor BamA
LOAGDLFN_00395	CDS	4650				hypothetical protein
LOAGDLFN_00396	CDS	846		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
LOAGDLFN_00397	CDS	1245		3.4.24.-	COG0612	putative zinc protease
LOAGDLFN_00398	CDS	1311	mdtK_1		COG0534	Multidrug resistance protein MdtK
LOAGDLFN_00399	CDS	2568	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00400	CDS	1383	zraR_1		COG2204	Transcriptional regulatory protein ZraR
LOAGDLFN_00401	CDS	306				hypothetical protein
LOAGDLFN_00402	CDS	672	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
LOAGDLFN_00403	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LOAGDLFN_00404	CDS	600				hypothetical protein
LOAGDLFN_00405	tRNA	74				tRNA-Met(cat)
LOAGDLFN_00406	CDS	132				hypothetical protein
LOAGDLFN_00407	CDS	591				hypothetical protein
LOAGDLFN_00408	CDS	936				hypothetical protein
LOAGDLFN_00409	CDS	3354				TonB-dependent receptor P3
LOAGDLFN_00410	CDS	1542				SusD-like protein P25
LOAGDLFN_00411	CDS	2448		3.2.1.31		Putative beta-glucuronidase
LOAGDLFN_00412	CDS	2082				hypothetical protein
LOAGDLFN_00413	CDS	2706	lacZ_3	3.2.1.23		Beta-galactosidase
LOAGDLFN_00414	CDS	1599	atsA_2	3.1.6.1	COG3119	Arylsulfatase
LOAGDLFN_00415	CDS	1551				hypothetical protein
LOAGDLFN_00416	CDS	234	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
LOAGDLFN_00417	CDS	1305	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
LOAGDLFN_00418	CDS	105				hypothetical protein
LOAGDLFN_00419	CDS	279				hypothetical protein
LOAGDLFN_00420	CDS	2457	bamB			Outer membrane protein assembly factor BamB
LOAGDLFN_00421	CDS	939				hypothetical protein
LOAGDLFN_00422	CDS	951	cysK	2.5.1.47		Cysteine synthase
LOAGDLFN_00423	CDS	1065	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
LOAGDLFN_00424	CDS	645	liaR		COG2197	Transcriptional regulatory protein LiaR
LOAGDLFN_00425	tRNA	77				tRNA-Val(tac)
LOAGDLFN_00426	tRNA	77				tRNA-Val(tac)
LOAGDLFN_00427	tRNA	76				tRNA-Val(tac)
LOAGDLFN_00428	CDS	1095	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
LOAGDLFN_00429	CDS	792				hypothetical protein
LOAGDLFN_00430	CDS	3222	carB_1	6.3.5.5		Carbamoyl-phosphate synthase large chain
LOAGDLFN_00431	CDS	2805				hypothetical protein
LOAGDLFN_00432	CDS	501	resA_3		COG0526	Thiol-disulfide oxidoreductase ResA
LOAGDLFN_00433	CDS	768	yaaA		COG3022	Peroxide stress resistance protein YaaA
LOAGDLFN_00434	CDS	1200				Outer membrane protein 40
LOAGDLFN_00435	CDS	1107				hypothetical protein
LOAGDLFN_00436	CDS	1458	cysNC		COG0529	Bifunctional enzyme CysN/CysC
LOAGDLFN_00437	CDS	912	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
LOAGDLFN_00438	CDS	615	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
LOAGDLFN_00439	CDS	1557				hypothetical protein
LOAGDLFN_00440	CDS	810	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
LOAGDLFN_00441	CDS	1209				hypothetical protein
LOAGDLFN_00442	CDS	1869	mutL		COG0323	DNA mismatch repair protein MutL
LOAGDLFN_00443	CDS	297				hypothetical protein
LOAGDLFN_00444	CDS	1668	lptD_1			LPS-assembly protein LptD
LOAGDLFN_00445	CDS	1359	surA_1	5.2.1.8	COG0760	Chaperone SurA
LOAGDLFN_00446	CDS	873				hypothetical protein
LOAGDLFN_00447	CDS	1338	surA_2	5.2.1.8		Chaperone SurA
LOAGDLFN_00448	CDS	1476	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
LOAGDLFN_00449	CDS	210				hypothetical protein
LOAGDLFN_00450	CDS	435				hypothetical protein
LOAGDLFN_00451	CDS	669				hypothetical protein
LOAGDLFN_00452	CDS	1677				hypothetical protein
LOAGDLFN_00453	CDS	1017				hypothetical protein
LOAGDLFN_00454	CDS	906				hypothetical protein
LOAGDLFN_00455	CDS	321				hypothetical protein
LOAGDLFN_00456	CDS	447				hypothetical protein
LOAGDLFN_00457	CDS	183				hypothetical protein
LOAGDLFN_00458	CDS	183				hypothetical protein
LOAGDLFN_00459	CDS	906				hypothetical protein
LOAGDLFN_00460	CDS	1017				hypothetical protein
LOAGDLFN_00461	CDS	126				hypothetical protein
LOAGDLFN_00462	CDS	588	xerC_1			Tyrosine recombinase XerC
LOAGDLFN_00463	CDS	753				hypothetical protein
LOAGDLFN_00464	CDS	801				hypothetical protein
LOAGDLFN_00465	CDS	1449				hypothetical protein
LOAGDLFN_00466	CDS	222				hypothetical protein
LOAGDLFN_00467	CDS	2181	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
LOAGDLFN_00468	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
LOAGDLFN_00469	CDS	672	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
LOAGDLFN_00470	CDS	1356	tig	5.2.1.8		Trigger factor
LOAGDLFN_00471	CDS	246				hypothetical protein
LOAGDLFN_00472	CDS	822	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LOAGDLFN_00473	CDS	768	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LOAGDLFN_00474	CDS	765	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
LOAGDLFN_00475	CDS	1314	der_1		COG1160	GTPase Der
LOAGDLFN_00476	CDS	882	era		COG1159	GTPase Era
LOAGDLFN_00477	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
LOAGDLFN_00478	CDS	186	rpmF			50S ribosomal protein L32
LOAGDLFN_00479	CDS	534				hypothetical protein
LOAGDLFN_00480	rRNA	106				5S ribosomal RNA
LOAGDLFN_00481	rRNA	2880				23S ribosomal RNA
LOAGDLFN_00482	tRNA	75				tRNA-Ala(tgc)
LOAGDLFN_00483	tRNA	75				tRNA-Ile(gat)
LOAGDLFN_00484	rRNA	1524				16S ribosomal RNA
LOAGDLFN_00485	CDS	120				hypothetical protein
LOAGDLFN_00486	CDS	249				hypothetical protein
LOAGDLFN_00487	CDS	588				hypothetical protein
LOAGDLFN_00488	CDS	291				hypothetical protein
LOAGDLFN_00489	CDS	1002	mdh_2	1.1.1.37		Malate dehydrogenase
LOAGDLFN_00490	CDS	2076	dnaG_1	2.7.7.-		DNA primase
LOAGDLFN_00491	CDS	594	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LOAGDLFN_00492	CDS	459				hypothetical protein
LOAGDLFN_00493	CDS	756	tpiA	5.3.1.1		Triosephosphate isomerase
LOAGDLFN_00494	CDS	1245				hypothetical protein
LOAGDLFN_00495	CDS	543				hypothetical protein
LOAGDLFN_00496	CDS	891				hypothetical protein
LOAGDLFN_00497	CDS	465	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
LOAGDLFN_00498	CDS	2097	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
LOAGDLFN_00499	CDS	660	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
LOAGDLFN_00500	CDS	552	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
LOAGDLFN_00501	CDS	894				hypothetical protein
LOAGDLFN_00502	CDS	378	tolR_1			Tol-Pal system protein TolR
LOAGDLFN_00503	CDS	717	tolQ_1		COG0811	Tol-Pal system protein TolQ
LOAGDLFN_00504	CDS	717	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
LOAGDLFN_00505	CDS	888	nadK	2.7.1.23	COG0061	NAD kinase
LOAGDLFN_00506	CDS	1311				hypothetical protein
LOAGDLFN_00507	CDS	351				hypothetical protein
LOAGDLFN_00508	CDS	405				hypothetical protein
LOAGDLFN_00509	CDS	351				hypothetical protein
LOAGDLFN_00510	CDS	1566				IS66 family transposase ISBthe5
LOAGDLFN_00511	CDS	453				hypothetical protein
LOAGDLFN_00512	CDS	3084				hypothetical protein
LOAGDLFN_00513	CDS	1203	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
LOAGDLFN_00514	CDS	276				hypothetical protein
LOAGDLFN_00515	CDS	342				hypothetical protein
LOAGDLFN_00516	CDS	2352				hypothetical protein
LOAGDLFN_00517	CDS	2460				hypothetical protein
LOAGDLFN_00518	CDS	1635				hypothetical protein
LOAGDLFN_00519	CDS	2949	susC_2			TonB-dependent receptor SusC
LOAGDLFN_00520	CDS	2841	rhaS_3			HTH-type transcriptional activator RhaS
LOAGDLFN_00521	CDS	2349				hypothetical protein
LOAGDLFN_00522	CDS	2499				hypothetical protein
LOAGDLFN_00523	CDS	1944				hypothetical protein
LOAGDLFN_00524	CDS	1509				hypothetical protein
LOAGDLFN_00525	CDS	1743				hypothetical protein
LOAGDLFN_00526	CDS	3279	susC_3			TonB-dependent receptor SusC
LOAGDLFN_00527	CDS	945				hypothetical protein
LOAGDLFN_00528	CDS	561				hypothetical protein
LOAGDLFN_00529	CDS	2208	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
LOAGDLFN_00530	CDS	336				hypothetical protein
LOAGDLFN_00531	CDS	3072				TonB-dependent receptor P3
LOAGDLFN_00532	CDS	1554				SusD-like protein P38
LOAGDLFN_00533	CDS	1002				hypothetical protein
LOAGDLFN_00534	CDS	1143				hypothetical protein
LOAGDLFN_00535	CDS	2457				hypothetical protein
LOAGDLFN_00536	CDS	1692				SusD-like protein P25
LOAGDLFN_00537	CDS	3102				TonB-dependent receptor P3
LOAGDLFN_00538	CDS	4023	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00539	CDS	1041				hypothetical protein
LOAGDLFN_00540	CDS	2316				hypothetical protein
LOAGDLFN_00541	CDS	1239				hypothetical protein
LOAGDLFN_00542	CDS	135				hypothetical protein
LOAGDLFN_00543	CDS	1299	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LOAGDLFN_00544	CDS	858	folP	2.5.1.15	COG0294	Dihydropteroate synthase
LOAGDLFN_00545	CDS	765	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
LOAGDLFN_00546	CDS	1011				hypothetical protein
LOAGDLFN_00547	CDS	903				hypothetical protein
LOAGDLFN_00548	CDS	696	yohK		COG1346	Inner membrane protein YohK
LOAGDLFN_00549	CDS	354				hypothetical protein
LOAGDLFN_00550	CDS	1014	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
LOAGDLFN_00551	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
LOAGDLFN_00552	CDS	768	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
LOAGDLFN_00553	CDS	321	sufT			Fe-S protein maturation auxiliary factor SufT
LOAGDLFN_00554	CDS	690				hypothetical protein
LOAGDLFN_00555	CDS	990				hypothetical protein
LOAGDLFN_00556	CDS	567	efp		COG0231	Elongation factor P
LOAGDLFN_00557	CDS	156	rpmH		COG0230	50S ribosomal protein L34
LOAGDLFN_00558	CDS	1236	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
LOAGDLFN_00559	CDS	1146				hypothetical protein
LOAGDLFN_00560	CDS	777	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase
LOAGDLFN_00561	CDS	2397				hypothetical protein
LOAGDLFN_00562	CDS	1860				hypothetical protein
LOAGDLFN_00563	CDS	3060	lacZ_4	3.2.1.23		Beta-galactosidase
LOAGDLFN_00564	CDS	2316				hypothetical protein
LOAGDLFN_00565	CDS	1617		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
LOAGDLFN_00566	CDS	1836				hypothetical protein
LOAGDLFN_00567	CDS	3222				TonB-dependent receptor P3
LOAGDLFN_00568	CDS	135				hypothetical protein
LOAGDLFN_00569	CDS	1386	axeA1_1	3.1.1.72	COG0657	Acetylxylan esterase
LOAGDLFN_00570	CDS	3807	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00571	CDS	246				hypothetical protein
LOAGDLFN_00572	CDS	1347				hypothetical protein
LOAGDLFN_00573	CDS	642				hypothetical protein
LOAGDLFN_00574	CDS	1074	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
LOAGDLFN_00575	CDS	975	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
LOAGDLFN_00576	CDS	1158				hypothetical protein
LOAGDLFN_00577	CDS	651				hypothetical protein
LOAGDLFN_00578	CDS	399	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LOAGDLFN_00579	CDS	966	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
LOAGDLFN_00580	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
LOAGDLFN_00581	CDS	1083	proB	2.7.2.11		Glutamate 5-kinase
LOAGDLFN_00582	CDS	783				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
LOAGDLFN_00583	CDS	2193				hypothetical protein
LOAGDLFN_00584	CDS	2358		3.2.1.-		Beta-xylosidase
LOAGDLFN_00585	CDS	855				hypothetical protein
LOAGDLFN_00586	CDS	513				hypothetical protein
LOAGDLFN_00587	CDS	669				hypothetical protein
LOAGDLFN_00588	CDS	1941				hypothetical protein
LOAGDLFN_00589	CDS	3381				hypothetical protein
LOAGDLFN_00590	CDS	1887				hypothetical protein
LOAGDLFN_00591	CDS	3411				hypothetical protein
LOAGDLFN_00592	CDS	153				hypothetical protein
LOAGDLFN_00593	CDS	1707				hypothetical protein
LOAGDLFN_00594	CDS	639				hypothetical protein
LOAGDLFN_00595	CDS	207				hypothetical protein
LOAGDLFN_00596	CDS	1152				hypothetical protein
LOAGDLFN_00597	CDS	3402				hypothetical protein
LOAGDLFN_00598	CDS	1914				hypothetical protein
LOAGDLFN_00599	CDS	1194				hypothetical protein
LOAGDLFN_00600	CDS	3156	susC_4			TonB-dependent receptor SusC
LOAGDLFN_00601	CDS	1971				hypothetical protein
LOAGDLFN_00602	CDS	465				hypothetical protein
LOAGDLFN_00603	CDS	1653	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LOAGDLFN_00604	CDS	555				hypothetical protein
LOAGDLFN_00605	CDS	420				hypothetical protein
LOAGDLFN_00606	CDS	1527	napF			Ferredoxin-type protein NapF
LOAGDLFN_00607	CDS	1383				hypothetical protein
LOAGDLFN_00608	CDS	1884				hypothetical protein
LOAGDLFN_00609	CDS	903	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LOAGDLFN_00610	CDS	1179		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
LOAGDLFN_00611	CDS	1800	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
LOAGDLFN_00612	CDS	1767				hypothetical protein
LOAGDLFN_00613	CDS	3030				TonB-dependent receptor P3
LOAGDLFN_00614	CDS	96				hypothetical protein
LOAGDLFN_00615	CDS	1515	xynC	3.2.1.136		Glucuronoxylanase XynC
LOAGDLFN_00616	CDS	891	rhaS_4			HTH-type transcriptional activator RhaS
LOAGDLFN_00617	CDS	774	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LOAGDLFN_00618	CDS	1125	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
LOAGDLFN_00619	CDS	969	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
LOAGDLFN_00620	CDS	1209	argG	6.3.4.5		Argininosuccinate synthase
LOAGDLFN_00621	CDS	558				hypothetical protein
LOAGDLFN_00622	CDS	477	argR		COG1438	Arginine repressor
LOAGDLFN_00623	CDS	1479	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
LOAGDLFN_00624	CDS	1254	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
LOAGDLFN_00625	CDS	1020	rhaT		COG0697	L-rhamnose-proton symporter
LOAGDLFN_00626	CDS	810	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
LOAGDLFN_00627	CDS	498				hypothetical protein
LOAGDLFN_00628	CDS	1515				hypothetical protein
LOAGDLFN_00629	CDS	1620				SusD-like protein P25
LOAGDLFN_00630	CDS	3072				TonB-dependent receptor P3
LOAGDLFN_00631	CDS	4161	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00632	CDS	921	rhaS_5			HTH-type transcriptional activator RhaS
LOAGDLFN_00633	CDS	999				hypothetical protein
LOAGDLFN_00634	CDS	858				hypothetical protein
LOAGDLFN_00635	CDS	3096	lacZ_5	3.2.1.23		Beta-galactosidase
LOAGDLFN_00636	CDS	2568				hypothetical protein
LOAGDLFN_00637	CDS	528				hypothetical protein
LOAGDLFN_00638	CDS	1011				hypothetical protein
LOAGDLFN_00639	CDS	1242		3.2.1.-		Glycosyl hydrolase family 109 protein 1
LOAGDLFN_00640	CDS	1002		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
LOAGDLFN_00641	CDS	1299	ampG_1		COG0477	Anhydromuropeptide permease
LOAGDLFN_00642	CDS	2280				hypothetical protein
LOAGDLFN_00643	CDS	990				hypothetical protein
LOAGDLFN_00644	CDS	1122				hypothetical protein
LOAGDLFN_00645	CDS	1059	endOF2	3.2.1.96		Endo-beta-N-acetylglucosaminidase F2
LOAGDLFN_00646	CDS	1542				hypothetical protein
LOAGDLFN_00647	CDS	3177	susC_5			TonB-dependent receptor SusC
LOAGDLFN_00648	CDS	2016	susB_1	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
LOAGDLFN_00649	CDS	846				hypothetical protein
LOAGDLFN_00650	CDS	1770				hypothetical protein
LOAGDLFN_00651	CDS	3402	susC_6			TonB-dependent receptor SusC
LOAGDLFN_00652	CDS	183				hypothetical protein
LOAGDLFN_00653	CDS	2313				hypothetical protein
LOAGDLFN_00654	CDS	2283				hypothetical protein
LOAGDLFN_00655	CDS	993				hypothetical protein
LOAGDLFN_00656	CDS	576	fliA			RNA polymerase sigma factor FliA
LOAGDLFN_00657	CDS	2223				hypothetical protein
LOAGDLFN_00658	CDS	696				hypothetical protein
LOAGDLFN_00659	CDS	279				hypothetical protein
LOAGDLFN_00660	CDS	816				hypothetical protein
LOAGDLFN_00661	CDS	408				hypothetical protein
LOAGDLFN_00662	CDS	324	clpS			ATP-dependent Clp protease adapter protein ClpS
LOAGDLFN_00663	CDS	2229	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
LOAGDLFN_00664	CDS	654	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
LOAGDLFN_00665	CDS	840				hypothetical protein
LOAGDLFN_00666	CDS	1293	mdtK_2			Multidrug resistance protein MdtK
LOAGDLFN_00667	CDS	585				hypothetical protein
LOAGDLFN_00668	CDS	771				hypothetical protein
LOAGDLFN_00669	CDS	1608				hypothetical protein
LOAGDLFN_00670	tRNA	74				tRNA-Pro(cgg)
LOAGDLFN_00671	tRNA	76				tRNA-Phe(gaa)
LOAGDLFN_00672	CDS	195				hypothetical protein
LOAGDLFN_00673	CDS	1236	xerC_2			Tyrosine recombinase XerC
LOAGDLFN_00674	CDS	195				hypothetical protein
LOAGDLFN_00675	CDS	276				hypothetical protein
LOAGDLFN_00676	CDS	1128				hypothetical protein
LOAGDLFN_00677	CDS	894				hypothetical protein
LOAGDLFN_00678	CDS	366				hypothetical protein
LOAGDLFN_00679	CDS	981				hypothetical protein
LOAGDLFN_00680	CDS	480				hypothetical protein
LOAGDLFN_00681	CDS	291				hypothetical protein
LOAGDLFN_00682	CDS	279				hypothetical protein
LOAGDLFN_00683	CDS	807				hypothetical protein
LOAGDLFN_00684	CDS	759				hypothetical protein
LOAGDLFN_00685	CDS	1236				hypothetical protein
LOAGDLFN_00686	CDS	882				hypothetical protein
LOAGDLFN_00687	CDS	1155				hypothetical protein
LOAGDLFN_00688	CDS	855				hypothetical protein
LOAGDLFN_00689	CDS	480				hypothetical protein
LOAGDLFN_00690	CDS	459				hypothetical protein
LOAGDLFN_00691	CDS	588				hypothetical protein
LOAGDLFN_00692	CDS	969				hypothetical protein
LOAGDLFN_00693	CDS	1302				hypothetical protein
LOAGDLFN_00694	CDS	624				hypothetical protein
LOAGDLFN_00695	CDS	1014				hypothetical protein
LOAGDLFN_00696	CDS	630				hypothetical protein
LOAGDLFN_00697	CDS	369				hypothetical protein
LOAGDLFN_00698	CDS	2526				hypothetical protein
LOAGDLFN_00699	CDS	330				hypothetical protein
LOAGDLFN_00700	CDS	270				hypothetical protein
LOAGDLFN_00701	CDS	1404				hypothetical protein
LOAGDLFN_00702	CDS	990				hypothetical protein
LOAGDLFN_00703	CDS	906				hypothetical protein
LOAGDLFN_00704	CDS	666				hypothetical protein
LOAGDLFN_00705	CDS	450				hypothetical protein
LOAGDLFN_00706	CDS	795				hypothetical protein
LOAGDLFN_00707	CDS	423				hypothetical protein
LOAGDLFN_00708	CDS	1224				hypothetical protein
LOAGDLFN_00709	CDS	2037				hypothetical protein
LOAGDLFN_00710	CDS	396				hypothetical protein
LOAGDLFN_00711	CDS	1305	zraR_2		COG2204	Transcriptional regulatory protein ZraR
LOAGDLFN_00712	CDS	2376	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00713	CDS	2262				hypothetical protein
LOAGDLFN_00714	CDS	309				hypothetical protein
LOAGDLFN_00715	CDS	171				hypothetical protein
LOAGDLFN_00716	CDS	183				hypothetical protein
LOAGDLFN_00717	CDS	1161	wecB_1	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
LOAGDLFN_00718	CDS	699	wecG_1	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
LOAGDLFN_00719	CDS	1194				hypothetical protein
LOAGDLFN_00720	CDS	240				hypothetical protein
LOAGDLFN_00721	CDS	339		2.3.1.-		Putative acetyltransferase
LOAGDLFN_00722	CDS	1182				hypothetical protein
LOAGDLFN_00723	CDS	1182	wbpI_1	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
LOAGDLFN_00724	CDS	399				hypothetical protein
LOAGDLFN_00725	CDS	1155	wbjC_1	1.1.1.367		UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
LOAGDLFN_00726	CDS	1074	capD_1	5.1.3.2	COG1086	UDP-glucose 4-epimerase
LOAGDLFN_00727	CDS	1170				hypothetical protein
LOAGDLFN_00728	CDS	1203				hypothetical protein
LOAGDLFN_00729	CDS	1275				hypothetical protein
LOAGDLFN_00730	CDS	1206	wecC_1	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
LOAGDLFN_00731	CDS	705	cpsB	3.1.3.48		Tyrosine-protein phosphatase CpsB
LOAGDLFN_00732	CDS	2379	ptk_1	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
LOAGDLFN_00733	CDS	795				hypothetical protein
LOAGDLFN_00734	CDS	1107	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
LOAGDLFN_00735	CDS	549				hypothetical protein
LOAGDLFN_00736	CDS	1224				hypothetical protein
LOAGDLFN_00737	CDS	1836				hypothetical protein
LOAGDLFN_00738	CDS	276				hypothetical protein
LOAGDLFN_00739	CDS	1761	topB_1	5.6.2.1	COG0550	DNA topoisomerase 3
LOAGDLFN_00740	CDS	213				hypothetical protein
LOAGDLFN_00741	CDS	210				hypothetical protein
LOAGDLFN_00742	CDS	1071				hypothetical protein
LOAGDLFN_00743	CDS	222				hypothetical protein
LOAGDLFN_00744	CDS	1128				hypothetical protein
LOAGDLFN_00745	CDS	702				hypothetical protein
LOAGDLFN_00746	CDS	792				hypothetical protein
LOAGDLFN_00747	CDS	723				hypothetical protein
LOAGDLFN_00748	CDS	294				hypothetical protein
LOAGDLFN_00749	CDS	300				hypothetical protein
LOAGDLFN_00750	CDS	303				hypothetical protein
LOAGDLFN_00751	CDS	1299				hypothetical protein
LOAGDLFN_00752	CDS	1245				hypothetical protein
LOAGDLFN_00753	CDS	543				hypothetical protein
LOAGDLFN_00754	CDS	354				hypothetical protein
LOAGDLFN_00755	CDS	228				hypothetical protein
LOAGDLFN_00756	CDS	609				hypothetical protein
LOAGDLFN_00757	CDS	195				hypothetical protein
LOAGDLFN_00758	CDS	654				hypothetical protein
LOAGDLFN_00759	CDS	192				hypothetical protein
LOAGDLFN_00760	CDS	831				hypothetical protein
LOAGDLFN_00761	CDS	1038				hypothetical protein
LOAGDLFN_00762	CDS	1443				hypothetical protein
LOAGDLFN_00763	CDS	3297				TonB-dependent receptor P3
LOAGDLFN_00764	CDS	999				hypothetical protein
LOAGDLFN_00765	CDS	591	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
LOAGDLFN_00766	CDS	2157	agaA	3.2.1.22		Alpha-galactosidase AgaA
LOAGDLFN_00767	CDS	897	rhaR_1			HTH-type transcriptional activator RhaR
LOAGDLFN_00768	CDS	1956				hypothetical protein
LOAGDLFN_00769	CDS	1947				hypothetical protein
LOAGDLFN_00770	CDS	3138				TonB-dependent receptor P26
LOAGDLFN_00771	CDS	2274		3.2.1.-		Beta-xylosidase
LOAGDLFN_00772	CDS	2943	lacZ_6	3.2.1.23		Beta-galactosidase
LOAGDLFN_00773	CDS	1023	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
LOAGDLFN_00774	CDS	1620				SusD-like protein P2
LOAGDLFN_00775	CDS	3054				TonB-dependent receptor P26
LOAGDLFN_00776	CDS	2028				hypothetical protein
LOAGDLFN_00777	CDS	4038	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
LOAGDLFN_00778	CDS	405		3.2.1.22		Retaining alpha-galactosidase
LOAGDLFN_00779	CDS	1578		3.2.1.22		Retaining alpha-galactosidase
LOAGDLFN_00780	CDS	3342				hypothetical protein
LOAGDLFN_00781	CDS	1395	xylE_1			D-xylose-proton symporter
