locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIEECKCC_00392	CDS	1128	pgl_1	3.1.1.31		6-phosphogluconolactonase
AIEECKCC_00393	CDS	1050				hypothetical protein
AIEECKCC_00394	CDS	354				hypothetical protein
AIEECKCC_00395	CDS	1392				hypothetical protein
AIEECKCC_00396	CDS	390				hypothetical protein
AIEECKCC_00397	CDS	774				hypothetical protein
AIEECKCC_00398	CDS	525				hypothetical protein
AIEECKCC_00399	CDS	1251	norR			Anaerobic nitric oxide reductase transcription regulator NorR
AIEECKCC_00400	CDS	1098	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
AIEECKCC_00401	CDS	1056				hypothetical protein
AIEECKCC_00402	CDS	1041	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
AIEECKCC_00403	CDS	2139				hypothetical protein
AIEECKCC_00404	CDS	1257				hypothetical protein
AIEECKCC_00405	CDS	627	lptC			Lipopolysaccharide export system protein LptC
AIEECKCC_00406	CDS	1326				hypothetical protein
AIEECKCC_00407	CDS	1263				hypothetical protein
AIEECKCC_00408	CDS	732	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AIEECKCC_00409	CDS	1221				hypothetical protein
AIEECKCC_00410	CDS	1569	pafA	3.1.3.1		Alkaline phosphatase PafA
AIEECKCC_00411	CDS	3336	secA			Protein translocase subunit SecA
AIEECKCC_00412	CDS	1101				hypothetical protein
AIEECKCC_00413	CDS	447				hypothetical protein
AIEECKCC_00414	CDS	3003				hypothetical protein
AIEECKCC_00415	CDS	3015				hypothetical protein
AIEECKCC_00416	CDS	717				hypothetical protein
AIEECKCC_00417	CDS	1992				hypothetical protein
AIEECKCC_00418	CDS	3402				TonB-dependent receptor P3
AIEECKCC_00419	CDS	1014				hypothetical protein
AIEECKCC_00420	CDS	579	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
AIEECKCC_00421	CDS	495				hypothetical protein
AIEECKCC_00422	CDS	930				hypothetical protein
AIEECKCC_00423	CDS	2415				hypothetical protein
AIEECKCC_00424	CDS	2634	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AIEECKCC_00425	CDS	1035				hypothetical protein
AIEECKCC_00426	CDS	825	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
AIEECKCC_00427	CDS	447				hypothetical protein
AIEECKCC_00428	CDS	366				hypothetical protein
AIEECKCC_00429	CDS	555	sigW_3		COG1595	ECF RNA polymerase sigma factor SigW
AIEECKCC_00430	CDS	915	rnz	3.1.26.11	COG1234	Ribonuclease Z
AIEECKCC_00431	CDS	792				hypothetical protein
AIEECKCC_00432	CDS	1797	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
AIEECKCC_00433	CDS	822				hypothetical protein
AIEECKCC_00434	CDS	831	coaW	2.7.1.33		Type II pantothenate kinase
AIEECKCC_00435	CDS	2412				hypothetical protein
AIEECKCC_00436	CDS	2190	glnA_2	6.3.1.2		Glutamine synthetase
AIEECKCC_00437	CDS	126				hypothetical protein
AIEECKCC_00438	CDS	702	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
AIEECKCC_00439	CDS	951		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
AIEECKCC_00440	CDS	651				hypothetical protein
AIEECKCC_00441	CDS	2505				hypothetical protein
AIEECKCC_00442	CDS	612				hypothetical protein
AIEECKCC_00443	CDS	1440				hypothetical protein
AIEECKCC_00444	CDS	3057				TonB-dependent receptor P3
AIEECKCC_00445	CDS	1017				hypothetical protein
AIEECKCC_00446	CDS	1425				hypothetical protein
AIEECKCC_00447	CDS	1479	glpK	2.7.1.30		Glycerol kinase
AIEECKCC_00448	CDS	924	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
AIEECKCC_00449	CDS	834	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
AIEECKCC_00450	CDS	615	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
AIEECKCC_00451	CDS	762	srlR		COG1349	Glucitol operon repressor
AIEECKCC_00452	CDS	1527	mutS_1			DNA mismatch repair protein MutS
AIEECKCC_00453	CDS	1104	xsa_1			Xylosidase/arabinosidase
AIEECKCC_00454	CDS	1998		3.2.1.31		Putative beta-glucuronidase
AIEECKCC_00455	CDS	4011	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_00456	CDS	3177				TonB-dependent receptor P3
AIEECKCC_00457	CDS	1623				SusD-like protein
AIEECKCC_00458	CDS	1458				IPT/TIG domain-containing protein
AIEECKCC_00459	CDS	1434		3.2.1.151	COG2730	Xyloglucan-specific endo-beta-1,4-glucanase BoGH5A
AIEECKCC_00460	CDS	2073		3.2.1.22		Retaining alpha-galactosidase
AIEECKCC_00461	CDS	3726	lacZ_1	3.2.1.23		Beta-galactosidase
AIEECKCC_00462	CDS	2061	bgaA	3.2.1.23	COG1874	Beta-galactosidase BgaA
AIEECKCC_00463	CDS	3108	lacZ_2	3.2.1.23		Beta-galactosidase
AIEECKCC_00464	CDS	1617				hypothetical protein
AIEECKCC_00465	CDS	2391				hypothetical protein
AIEECKCC_00466	CDS	2841				hypothetical protein
AIEECKCC_00467	CDS	339				hypothetical protein
AIEECKCC_00468	CDS	2682	gyrA_1	5.6.2.2		DNA gyrase subunit A
AIEECKCC_00469	CDS	855				hypothetical protein
AIEECKCC_00470	CDS	1017				hypothetical protein
AIEECKCC_00471	tRNA	83				tRNA-Leu(tag)
AIEECKCC_00472	CDS	2841				hypothetical protein
AIEECKCC_00473	CDS	3024	susC_2			TonB-dependent receptor SusC
AIEECKCC_00474	CDS	1551				hypothetical protein
AIEECKCC_00475	CDS	2100				hypothetical protein
AIEECKCC_00476	CDS	1392				hypothetical protein
AIEECKCC_00477	CDS	2292		3.2.1.-		Beta-xylosidase
AIEECKCC_00478	CDS	3036				TonB-dependent receptor P3
AIEECKCC_00479	CDS	1521				SusD-like protein P2
AIEECKCC_00480	CDS	2337		3.2.1.-		Beta-xylosidase
AIEECKCC_00481	CDS	765				hypothetical protein
AIEECKCC_00482	CDS	1335				hypothetical protein
AIEECKCC_00483	CDS	2532				hypothetical protein
AIEECKCC_00484	CDS	1296				hypothetical protein
AIEECKCC_00485	CDS	468		3.6.1.25	COG2954	Inorganic triphosphatase
AIEECKCC_00486	CDS	135				hypothetical protein
AIEECKCC_00487	CDS	1116	prfB		COG1186	Peptide chain release factor RF2
AIEECKCC_00488	CDS	753				hypothetical protein
AIEECKCC_00489	CDS	1404				hypothetical protein
AIEECKCC_00490	CDS	1227				hypothetical protein
AIEECKCC_00491	CDS	2454				hypothetical protein
AIEECKCC_00492	CDS	1086				hypothetical protein
AIEECKCC_00493	CDS	1602				hypothetical protein
AIEECKCC_00494	CDS	3090				TonB-dependent receptor P3
AIEECKCC_00495	CDS	1806		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AIEECKCC_00496	CDS	618				hypothetical protein
AIEECKCC_00497	CDS	1071	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
AIEECKCC_00498	CDS	1302				hypothetical protein
AIEECKCC_00499	CDS	588				hypothetical protein
AIEECKCC_00500	CDS	1851	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AIEECKCC_00501	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
AIEECKCC_00502	CDS	1329	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
AIEECKCC_00503	CDS	978				hypothetical protein
AIEECKCC_00504	CDS	846				hypothetical protein
AIEECKCC_00505	CDS	504	sigH_1		COG1595	ECF RNA polymerase sigma factor SigH
AIEECKCC_00506	CDS	504	sigH_2		COG1595	ECF RNA polymerase sigma factor SigH
AIEECKCC_00507	CDS	1464				hypothetical protein
AIEECKCC_00508	CDS	477	mraZ		COG2001	Transcriptional regulator MraZ
AIEECKCC_00509	CDS	924	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
AIEECKCC_00510	CDS	351				hypothetical protein
AIEECKCC_00511	CDS	2163	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
AIEECKCC_00512	CDS	1449	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AIEECKCC_00513	CDS	1269	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AIEECKCC_00514	CDS	1332	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
AIEECKCC_00515	CDS	1317	mrdB_1	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
AIEECKCC_00516	CDS	1224	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AIEECKCC_00517	CDS	1446	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AIEECKCC_00518	CDS	738				hypothetical protein
AIEECKCC_00519	CDS	1434	ftsA			Cell division protein FtsA
AIEECKCC_00520	CDS	1314	ftsZ			Cell division protein FtsZ
AIEECKCC_00521	CDS	450	yqeY		COG1610	putative protein YqeY
AIEECKCC_00522	CDS	729	recO			DNA repair protein RecO
AIEECKCC_00523	tRNA	73				tRNA-Glu(ttc)
AIEECKCC_00524	CDS	255	rpsT		COG0268	30S ribosomal protein S20
AIEECKCC_00525	CDS	1962	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
AIEECKCC_00526	CDS	582				hypothetical protein
AIEECKCC_00527	CDS	1515	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
AIEECKCC_00528	CDS	969	corA		COG0598	Cobalt/magnesium transport protein CorA
AIEECKCC_00529	CDS	366				hypothetical protein
AIEECKCC_00530	CDS	333				hypothetical protein
AIEECKCC_00531	CDS	3720				hypothetical protein
AIEECKCC_00532	CDS	1185				hypothetical protein
AIEECKCC_00533	CDS	381				hypothetical protein
AIEECKCC_00534	CDS	1746				SusD-like protein P38
AIEECKCC_00535	CDS	3114				TonB-dependent receptor P3
AIEECKCC_00536	CDS	1221	bfce_1	5.1.3.11	COG2942	Cellobiose 2-epimerase
AIEECKCC_00537	CDS	150				hypothetical protein
AIEECKCC_00538	CDS	1146				hypothetical protein
AIEECKCC_00539	CDS	111				hypothetical protein
AIEECKCC_00540	CDS	195				hypothetical protein
AIEECKCC_00541	CDS	609	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AIEECKCC_00542	CDS	1623				hypothetical protein
AIEECKCC_00543	CDS	222				hypothetical protein
AIEECKCC_00544	CDS	3078				TonB-dependent receptor P3
AIEECKCC_00545	CDS	1536				SusD-like protein P25
AIEECKCC_00546	CDS	2010	ygjK_1	3.2.1.-		Glucosidase YgjK
AIEECKCC_00547	CDS	3237	lacZ_3	3.2.1.23		Beta-galactosidase
AIEECKCC_00548	CDS	279				hypothetical protein
AIEECKCC_00549	CDS	603	lysO_1		COG2431	Lysine exporter LysO
AIEECKCC_00550	CDS	3144	lacZ_4	3.2.1.23		Beta-galactosidase
AIEECKCC_00551	CDS	1929	ygjK_2	3.2.1.-		Glucosidase YgjK
AIEECKCC_00552	CDS	1083	buk2	2.7.2.7	COG3426	Butyrate kinase 2
AIEECKCC_00553	CDS	921	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
AIEECKCC_00554	CDS	939	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
AIEECKCC_00555	CDS	1014	ywaD	3.4.11.6	COG2234	Aminopeptidase YwaD
AIEECKCC_00556	CDS	426	sufE		COG2166	Cysteine desulfuration protein SufE
AIEECKCC_00557	CDS	381				hypothetical protein
AIEECKCC_00558	CDS	291				hypothetical protein
AIEECKCC_00559	CDS	615				hypothetical protein
AIEECKCC_00560	CDS	204				hypothetical protein
AIEECKCC_00561	CDS	219				hypothetical protein
AIEECKCC_00562	CDS	483				hypothetical protein
AIEECKCC_00563	CDS	642				hypothetical protein
AIEECKCC_00564	CDS	606				hypothetical protein
AIEECKCC_00565	CDS	669				hypothetical protein
AIEECKCC_00566	CDS	792				hypothetical protein
AIEECKCC_00567	CDS	486				hypothetical protein
AIEECKCC_00568	CDS	102				hypothetical protein
AIEECKCC_00569	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
AIEECKCC_00570	CDS	621		3.1.3.-	COG1011	D-ribitol-5-phosphate phosphatase
AIEECKCC_00571	CDS	2685	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
AIEECKCC_00572	CDS	1167	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_00573	CDS	162			COG1773	Rubredoxin
AIEECKCC_00574	CDS	1698				hypothetical protein
AIEECKCC_00575	CDS	1674	udk_2	2.7.1.48		Uridine kinase
AIEECKCC_00576	CDS	1506	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
AIEECKCC_00577	CDS	1374	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AIEECKCC_00578	CDS	1491	rpoN		COG1508	RNA polymerase sigma-54 factor
AIEECKCC_00579	CDS	663				hypothetical protein
AIEECKCC_00580	CDS	381	gcvH		COG0509	Glycine cleavage system H protein
AIEECKCC_00581	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AIEECKCC_00582	CDS	1869	ispG	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
AIEECKCC_00583	CDS	1002	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AIEECKCC_00584	CDS	780				hypothetical protein
AIEECKCC_00585	CDS	1518		3.1.6.-		Ulvan-active sulfatase
AIEECKCC_00586	CDS	1737				hypothetical protein
AIEECKCC_00587	CDS	1734				hypothetical protein
AIEECKCC_00588	CDS	1566		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
AIEECKCC_00589	CDS	2271		3.2.1.-		Beta-xylosidase
AIEECKCC_00590	CDS	852				hypothetical protein
AIEECKCC_00591	CDS	1332				hypothetical protein
AIEECKCC_00592	CDS	1509				SusD-like protein P2
AIEECKCC_00593	CDS	2976				TonB-dependent receptor P3
AIEECKCC_00594	CDS	1152				hypothetical protein
AIEECKCC_00595	CDS	1578				hypothetical protein
AIEECKCC_00596	CDS	1296		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
AIEECKCC_00597	CDS	1185				hypothetical protein
AIEECKCC_00598	CDS	1566		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
AIEECKCC_00599	CDS	2652	lacZ_5	3.2.1.23		Beta-galactosidase
AIEECKCC_00600	CDS	2292		3.2.1.-		Beta-xylosidase
AIEECKCC_00601	CDS	2838				hypothetical protein
AIEECKCC_00602	CDS	174				hypothetical protein
AIEECKCC_00603	CDS	1398				hypothetical protein
AIEECKCC_00604	CDS	1740				hypothetical protein
AIEECKCC_00605	CDS	984	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
AIEECKCC_00606	tRNA	75				tRNA-Asn(gtt)
AIEECKCC_00607	CDS	606				hypothetical protein
AIEECKCC_00608	CDS	705				hypothetical protein
AIEECKCC_00609	CDS	798	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
AIEECKCC_00610	CDS	462				hypothetical protein
AIEECKCC_00611	CDS	603				hypothetical protein
AIEECKCC_00612	CDS	1113				hypothetical protein
AIEECKCC_00613	CDS	2061				hypothetical protein
AIEECKCC_00614	CDS	480				hypothetical protein
AIEECKCC_00615	CDS	492	dinG_2	3.1.-.-		3'-5' exonuclease DinG
AIEECKCC_00616	CDS	540	nudC_2	3.6.1.22		NADH pyrophosphatase
AIEECKCC_00617	CDS	3045	cpoB			Cell division coordinator CpoB
AIEECKCC_00618	CDS	1632				hypothetical protein
AIEECKCC_00619	CDS	2403	topA	5.6.2.1		DNA topoisomerase 1
AIEECKCC_00620	CDS	1818	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AIEECKCC_00621	CDS	267	hup_1			DNA-binding protein HU
AIEECKCC_00622	CDS	684				hypothetical protein
AIEECKCC_00623	CDS	891				hypothetical protein
AIEECKCC_00624	CDS	1101				hypothetical protein
AIEECKCC_00625	CDS	2085	dcp_1	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
AIEECKCC_00626	CDS	3000	secD			Protein translocase subunit SecD
AIEECKCC_00627	CDS	1263				hypothetical protein
AIEECKCC_00628	CDS	1419				hypothetical protein
AIEECKCC_00629	CDS	3156	mdtB_1			Multidrug resistance protein MdtB
AIEECKCC_00630	CDS	1062	ttgD_1			Toluene efflux pump periplasmic linker protein TtgD
AIEECKCC_00631	CDS	882	rhaS_2			HTH-type transcriptional activator RhaS
AIEECKCC_00632	CDS	1713				hypothetical protein
AIEECKCC_00633	CDS	156				hypothetical protein
AIEECKCC_00634	CDS	3228				TonB-dependent receptor P3
AIEECKCC_00635	CDS	1746				hypothetical protein
AIEECKCC_00636	CDS	1155				hypothetical protein
AIEECKCC_00637	CDS	2229		3.2.1.-		Beta-xylosidase
AIEECKCC_00638	CDS	2322		3.2.1.-		Beta-xylosidase
AIEECKCC_00639	CDS	1413				hypothetical protein
AIEECKCC_00640	CDS	2523		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
AIEECKCC_00641	CDS	2307				hypothetical protein
AIEECKCC_00642	tRNA	73				tRNA-Arg(cct)
AIEECKCC_00643	CDS	1836	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
AIEECKCC_00644	CDS	1005	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
AIEECKCC_00645	CDS	3369	susC_3			TonB-dependent receptor SusC
AIEECKCC_00646	CDS	1683				hypothetical protein
AIEECKCC_00647	CDS	1509	tycC			Tyrocidine synthase 3
AIEECKCC_00648	CDS	243				hypothetical protein
AIEECKCC_00649	CDS	1389				hypothetical protein
AIEECKCC_00650	CDS	1089				hypothetical protein
AIEECKCC_00651	CDS	660	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
AIEECKCC_00652	CDS	1608	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
AIEECKCC_00653	CDS	648	frp	1.5.1.38		NADPH-flavin oxidoreductase
AIEECKCC_00654	CDS	1800	typA		COG1217	GTP-binding protein TypA/BipA
AIEECKCC_00655	CDS	270	rpsO		COG0184	30S ribosomal protein S15
AIEECKCC_00656	CDS	888				hypothetical protein
AIEECKCC_00657	CDS	489				hypothetical protein
AIEECKCC_00658	CDS	2325				hypothetical protein
AIEECKCC_00659	CDS	576	hppE	1.11.1.23		(S)-2-hydroxypropylphosphonic acid epoxidase
AIEECKCC_00660	CDS	1647	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
AIEECKCC_00661	CDS	492	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
AIEECKCC_00662	CDS	705	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AIEECKCC_00663	CDS	2511				hypothetical protein
AIEECKCC_00664	CDS	333	rbfA			Ribosome-binding factor A
AIEECKCC_00665	CDS	1236	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
AIEECKCC_00666	CDS	630	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
AIEECKCC_00667	CDS	1458	pyk	2.7.1.40		Pyruvate kinase
AIEECKCC_00668	CDS	420	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
AIEECKCC_00669	CDS	954	xerD_1			Tyrosine recombinase XerD
AIEECKCC_00670	CDS	1695				hypothetical protein
AIEECKCC_00671	CDS	1074				hypothetical protein
AIEECKCC_00672	CDS	1539	comM		COG0606	Competence protein ComM
AIEECKCC_00673	CDS	2685				hypothetical protein
AIEECKCC_00674	CDS	1170				hypothetical protein
AIEECKCC_00675	CDS	2367				hypothetical protein
AIEECKCC_00676	CDS	1806				hypothetical protein
AIEECKCC_00677	CDS	3123				TonB-dependent receptor P26
AIEECKCC_00678	CDS	1545				hypothetical protein
AIEECKCC_00679	CDS	930	rbsK_1	2.7.1.15	COG0524	Ribokinase
AIEECKCC_00680	CDS	1005				hypothetical protein
AIEECKCC_00681	CDS	2091				hypothetical protein
AIEECKCC_00682	CDS	2553				hypothetical protein
AIEECKCC_00683	CDS	4029	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_00684	CDS	2064	FCS1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
AIEECKCC_00685	CDS	1008				hypothetical protein
AIEECKCC_00686	CDS	1020				hypothetical protein
AIEECKCC_00687	CDS	357				hypothetical protein
AIEECKCC_00688	CDS	387	btsR_1		COG3279	Transcriptional regulatory protein BtsR
AIEECKCC_00689	CDS	909				hypothetical protein
AIEECKCC_00690	CDS	441				hypothetical protein
AIEECKCC_00691	CDS	861				hypothetical protein
AIEECKCC_00692	CDS	381				hypothetical protein
AIEECKCC_00693	CDS	852				hypothetical protein
AIEECKCC_00694	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
AIEECKCC_00695	CDS	1446				hypothetical protein
AIEECKCC_00696	CDS	906				hypothetical protein
AIEECKCC_00697	CDS	1371	bcs1_1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
AIEECKCC_00698	CDS	816				hypothetical protein
AIEECKCC_00699	CDS	1017				hypothetical protein
AIEECKCC_00700	CDS	1266	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AIEECKCC_00701	CDS	747		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
AIEECKCC_00702	CDS	717	SIRT5	2.3.1.286		NAD-dependent protein deacylase sirtuin-5, mitochondrial
AIEECKCC_00703	CDS	594	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
AIEECKCC_00704	CDS	867				hypothetical protein
AIEECKCC_00705	CDS	465	asnC_1		COG1522	Regulatory protein AsnC
AIEECKCC_00706	CDS	312				hypothetical protein
AIEECKCC_00707	tRNA	75				tRNA-Met(cat)
AIEECKCC_00708	CDS	108				hypothetical protein
AIEECKCC_00709	CDS	312				hypothetical protein
AIEECKCC_00710	CDS	114				hypothetical protein
AIEECKCC_00711	CDS	300				IS982 family transposase IS1592
AIEECKCC_00712	CDS	261				hypothetical protein
AIEECKCC_00713	CDS	477				hypothetical protein
AIEECKCC_00714	CDS	639				hypothetical protein
AIEECKCC_00715	CDS	333				hypothetical protein
AIEECKCC_00716	CDS	417				hypothetical protein
AIEECKCC_00717	CDS	441				hypothetical protein
AIEECKCC_00718	CDS	438				hypothetical protein
AIEECKCC_00719	CDS	1215	madB	7.2.4.1		Carboxybiotin decarboxylase
AIEECKCC_00720	CDS	1119				hypothetical protein
AIEECKCC_00721	CDS	780	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
AIEECKCC_00722	CDS	1248				hypothetical protein
AIEECKCC_00723	CDS	2769				hypothetical protein
AIEECKCC_00724	CDS	930	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AIEECKCC_00725	CDS	1290				hypothetical protein
AIEECKCC_00726	CDS	1806				hypothetical protein
AIEECKCC_00727	CDS	1035				hypothetical protein
AIEECKCC_00728	CDS	1137	yghO			Protein YghO
AIEECKCC_00729	CDS	1935	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
AIEECKCC_00730	CDS	459	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AIEECKCC_00731	CDS	1623				hypothetical protein
AIEECKCC_00732	CDS	108				hypothetical protein
AIEECKCC_00733	CDS	603				hypothetical protein
AIEECKCC_00734	CDS	903				hypothetical protein
AIEECKCC_00735	CDS	699				hypothetical protein
AIEECKCC_00736	CDS	1947	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
AIEECKCC_00737	CDS	756	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
AIEECKCC_00738	CDS	864				hypothetical protein
AIEECKCC_00739	CDS	969	fim1C_1			Fimbrium subunit Fim1C
AIEECKCC_00740	CDS	1005				Putative fimbrium anchoring subunit Fim4B
AIEECKCC_00741	CDS	624				hypothetical protein
AIEECKCC_00742	CDS	804				hypothetical protein
AIEECKCC_00743	CDS	1119				hypothetical protein
AIEECKCC_00744	CDS	417				hypothetical protein
AIEECKCC_00745	CDS	1293				hypothetical protein
AIEECKCC_00746	CDS	981	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
AIEECKCC_00747	CDS	126				hypothetical protein
AIEECKCC_00748	CDS	966				hypothetical protein
AIEECKCC_00749	CDS	1008	auaH	1.1.1.394		Aurachin B dehydrogenase
AIEECKCC_00750	CDS	1128	fieF			Ferrous-iron efflux pump FieF
AIEECKCC_00751	CDS	2145	rnr	3.1.13.1	COG0557	Ribonuclease R
AIEECKCC_00752	CDS	408				hypothetical protein
AIEECKCC_00753	CDS	948	cysK1_1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
AIEECKCC_00754	CDS	900				hypothetical protein
AIEECKCC_00755	CDS	1500	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
AIEECKCC_00756	CDS	2226	ptpA_1	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
AIEECKCC_00757	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AIEECKCC_00758	CDS	996				hypothetical protein
AIEECKCC_00759	CDS	480	yqaA		COG1238	Inner membrane protein YqaA
